timestamp,symbol,direction,ticket,lots,entry,exit,sl,tp,profit,pips,reason,duration
2025-11-18 09:42:43,GBPUSD.sml,,31120640,,,,,,0.57,,Take Profit,
2025-11-18 09:52:44,USDJPY.sml,,31120449,,,,,,0.39,,Take Profit,
2025-11-18 10:10:45,EURUSD.sml,,31121802,,,,,,0.64,,Take Profit,
2025-11-18 10:45:46,GBPUSD.sml,,31122602,,,,,,0.58,,Take Profit,
2025-11-18 13:14:47,EURUSD.sml,,31133541,,,,,,0.64,,Take Profit,
2025-12-03 11:02:08,GBPUSD,BUY,874754020,0.01,1.33322,,1.3309635714285715,1.337732857142857,,,BREAKOUT,
2025-12-04 10:34:12,GBPUSD,,874754020,,,,,,3.85,,Take Profit,
2025-12-04 10:49:13,GBPUSD,BUY,875516347,0.01,1.33742,,1.33517,1.3419200000000002,,,BREAKOUT,
2025-12-08 10:14:11,EURUSD,SELL,877111948,0.01,1.1633499999999999,,1.1647578571428572,1.1605342857142855,,,BREAKOUT,
